gioitinh;sothich;nganh;nguyennhan;dtbT;dtbVL;dtbHH;dtbTA;dtbNV;dtbLS;dtbDL;nguonthongtin;donoitieng;tgtimhieu
NỮ;ĐỌC SÁNH, DU LỊCH, PHIM ẢNH, ÂM NHẠC;XÃ HỘI HỌC;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;MẠNG XÃ HỘI, TÔI ĐẾN TẬN TRƯỜNG ĐH ĐỂ TÌM HIỂU THÔNG TIN, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;3;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;TIẾNG ANH THƯƠNG MẠI;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET;3;4
NỮ;DU LỊCH, PHIM ẢNH, THỜI TRANG;GMHS18;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;INTERNET, MẠNG XÃ HỘI;5;2
NỮ;DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;KHOA HỌC VÀ KĨ THUẬT THÔNG TIN;TƯ VẤN TỪ THẦY CÔ, BẠN BÈ;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;3;3
NỮ;ĐỌC SÁNH, PHIM ẢNH, ÂM NHẠC;BÁC SĨ RĂNG HÀM MẶT;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH, INTERNET, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;4;4
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;TIN HỌC ỨNG DỤNG;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;THẦY CÔ - BẠN BÈ, INTERNET;4;3
NỮ;PHIM ẢNH, ÂM NHẠC, THỜI TRANG;KẾ TOÁN;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;DƯỚI 5;TỪ 5 - DƯỚI 6.5;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH;4;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;DƯỢC HỌC;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI, TÔI ĐẾN TẬN TRƯỜNG ĐH ĐỂ TÌM HIỂU THÔNG TIN;5;4
NAM;THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC, HỘI HỌA - MỸ THUẬT;MỸ THUẬT ĐA PHƯƠNG TIỆN;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET;5;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;KẾ TOÁN;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 9 - 10;MẠNG XÃ HỘI;5;2
NỮ;ĐỌC SÁNH, DU LỊCH, PHIM ẢNH, ÂM NHẠC, VIẾT;LUẬT KINH TẾ;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, INTERNET, MẠNG XÃ HỘI;3;4
NAM;ĐỌC SÁNH, DU LỊCH, THỂ THAO, PHIM ẢNH, CHỤP ẢNH, DANCING;CÔNG NGHỆ KỸ THUẬT HÓA HỌC, MỸ THUẬT ĐA PHƯƠNG TIỆN;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;THẦY CÔ - BẠN BÈ, INTERNET;4;2
NAM;DU LỊCH, THỂ THAO, PHIM ẢNH;XÃ HỘI HỌC;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;THẦY CÔ - BẠN BÈ, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;4;5
NỮ;DU LỊCH VÀ QUẢN LÝ DU LỊCH;QUẢN TRỊ KINH DOANH;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;GIA ĐÌNH;3;3
NỮ;DU LỊCH, PHIM ẢNH, THỜI TRANG, UỐNG TRÀ SỮA CÙNG HỘI CHỊ EM.;MẠNG MÁY TÍNH VÀ TRUYỀN THÔNG;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, INTERNET;3;3
NỮ;ÂM NHẠC;ĐIỀU DƯỠNG;SỞ THÍCH;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH;1;4
NỮ;ĐỌC SÁNH, PHIM ẢNH, ÂM NHẠC;XÃ HỘI HỌC;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI;3;5
NỮ;ĐỌC SÁNH, DU LỊCH, ÂM NHẠC;Y KHOA;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;3;4
NỮ;PHIM ẢNH, ÂM NHẠC, THỜI TRANG;CÔNG NGHỆ MAY;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;DƯỚI 5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;INTERNET, MẠNG XÃ HỘI;2;3
NỮ;ĐỌC SÁNH, THỂ THAO, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;SƯ PHẠM TOÁN HỌC;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;DƯỚI 5;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, TÔI ĐẾN TẬN TRƯỜNG ĐH ĐỂ TÌM HIỂU THÔNG TIN;4;3
NAM;THỂ THAO ĐIỆN TỬ;MẠNG MÁY TÍNH VÀ TRUYỀN THÔNG;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET;5;4
NỮ;PHIM ẢNH, ÂM NHẠC, THỜI TRANG;DƯỢC HỌC;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;INTERNET;3;3
NAM;ĐỌC SÁNH, DU LỊCH, THỂ THAO, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;Y SĨ ĐA KHOA;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;3;4
NAM;THỂ THAO, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;KỸ THUẬT XÂY DỰNG;TƯ VẤN TỪ THẦY CÔ, BẠN BÈ;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;INTERNET;4;3
NỮ;ĐỌC SÁNH, DU LỊCH, ÂM NHẠC, THỜI TRANG;MẠNG MÁY TÍNH VÀ TRUYỀN THÔNG;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;THẦY CÔ - BẠN BÈ;5;3
NỮ;DU LỊCH VÀ QUẢN LÝ DU LỊCH;KINH TẾ HỌC;SỞ THÍCH;TỪ 8 -  DƯỚI 9;DƯỚI 5;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;INTERNET;5;5
NỮ;DU LỊCH, THỂ THAO, PHIM ẢNH;DƯỢC HỌC;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 5 - DƯỚI 6.5;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH;1;1
NAM;DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;CƠ KHÍ GIAO THÔNG;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;MẠNG XÃ HỘI;3;5
NỮ;THỂ THAO, PHIM ẢNH, ÂM NHẠC;TIN HỌC ỨNG DỤNG;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;3;3
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;CÔNG NGHỆ KỸ THUẬT HÓA HỌC;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;GIA ĐÌNH, INTERNET;4;4
NAM;ĐỌC SÁNH, DU LỊCH, THỂ THAO, PHIM ẢNH, ÂM NHẠC;QUẢN LÝ VĂN HOÁ;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;INTERNET;3;2
NỮ;ĐỌC SÁNH, DU LỊCH, THỂ THAO, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;KHOA HỌC MÁY TÍNH;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 9 - 10;INTERNET;3;4
NAM;ĐỌC SÁNH, DU LỊCH, ÂM NHẠC;Y HỌC DỰ PHÒNG;SỞ THÍCH;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI;5;4
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;MẠNG MÁY TÍNH VÀ TRUYỀN THÔNG;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ;3;3
NAM;DU LỊCH, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;DƯỢC HỌC;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH, INTERNET, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;4;4
NỮ;DU LỊCH, PHIM ẢNH, ÂM NHẠC;MẠNG MÁY TÍNH VÀ TRUYỀN THÔNG;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;INTERNET, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;4;3
NAM;DU LỊCH, THỂ THAO, THỂ THAO ĐIỆN TỬ, ÂM NHẠC;MẠNG MÁY TÍNH VÀ TRUYỀN THÔNG;NHU CẦU CAO CỦA THỊ TRƯỜNG ĐỐI VỚI NGÀNH HỌC (KHẢ NĂNG TÌM VIỆC LÀM CAO);TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI;4;3
NỮ;THỜI TRANG;CÔNG NGHỆ THÔNG TIN;NĂNG LỰC BẢN THÂN;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ;1;1
NAM;DU LỊCH, THỂ THAO;QUÂN ĐỘI;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;4;4
NAM;DU LỊCH, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;CÔNG NGHỆ THÔNG TIN;NĂNG LỰC BẢN THÂN;DƯỚI 5;TỪ 5 - DƯỚI 6.5;DƯỚI 5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 5 - DƯỚI 6.5;GIA ĐÌNH, THẦY CÔ - BẠN BÈ, MẠNG XÃ HỘI, TÔI ĐẾN TẬN TRƯỜNG ĐH ĐỂ TÌM HIỂU THÔNG TIN;5;5
NỮ;ĐỌC SÁNH, DU LỊCH, ÂM NHẠC, THỜI TRANG;CÔNG NGHỆ THỰC PHẨM;NĂNG LỰC BẢN THÂN;TỪ 5 - DƯỚI 6.5;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;1;4
NỮ;PHIM ẢNH, ÂM NHẠC, THỜI TRANG, HỘI HỌA - MỸ THUẬT;NÔNG HỌC;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;1;3
NỮ;ĐỌC SÁNH, ÂM NHẠC, THỜI TRANG, HỘI HỌA - MỸ THUẬT;TIẾNG VIỆT VÀ VĂN HÓA VIỆT NAM;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;THẦY CÔ - BẠN BÈ, INTERNET, MẠNG XÃ HỘI;1;4
NAM;ĐỌC SÁNH, DU LỊCH, THỂ THAO ĐIỆN TỬ, PHIM ẢNH;KHOA HỌC MÁY TÍNH;NĂNG LỰC BẢN THÂN;TỪ 9 - 10;TỪ 9 - 10;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;3;5
NAM;ĐỌC SÁNH, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;CÔNG NGHỆ THÔNG TIN;NGUYỆN VỌNG CỦA GIA ĐÌNH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;GIA ĐÌNH, INTERNET, MẠNG XÃ HỘI;5;5
NỮ;PHIM ẢNH, ÂM NHẠC, THỜI TRANG, HỘI HỌA - MỸ THUẬT;TÀI CHÍNH - NGÂN HÀNG;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI, TÔI ĐẾN TẬN TRƯỜNG ĐH ĐỂ TÌM HIỂU THÔNG TIN;2;4
NỮ;PHIM ẢNH, ÂM NHẠC, THỜI TRANG, HỘI HỌA - MỸ THUẬT;QUẢN LÝ ĐẤT ĐAI;SỞ THÍCH;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 5 - DƯỚI 6.5;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI;1;3
NỮ;DU LỊCH, PHIM ẢNH, THỜI TRANG;KẾ TOÁN;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI, TÔI NHẬN ĐƯỢC THÔNG TIN TỪ CÁC ĐỢT TƯ VẤN TUYỂN SINH CỦA CÁC TRƯỜNG ĐH;1;4
NỮ;ĐỌC SÁNH, PHIM ẢNH, ÂM NHẠC, THỜI TRANG;KẾ TOÁN;NĂNG LỰC BẢN THÂN;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI;2;4
NỮ;DU LỊCH, ÂM NHẠC, THỜI TRANG;SƯ PHẠM TOÁN HỌC;SỞ THÍCH;TỪ 9 - 10;TỪ 9 - 10;TỪ 9 - 10;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;INTERNET, MẠNG XÃ HỘI;3;3
NỮ;PHIM ẢNH, ÂM NHẠC, THỜI TRANG, HỘI HỌA - MỸ THUẬT;KINH TẾ HỌC;NĂNG LỰC BẢN THÂN;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;INTERNET, MẠNG XÃ HỘI;1;4
NAM;ĐỌC SÁNH, DU LỊCH, THỂ THAO ĐIỆN TỬ, PHIM ẢNH, ÂM NHẠC;QUẢN TRỊ KINH DOANH;SỞ THÍCH;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 6.5 -  DƯỚI 8;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 8 -  DƯỚI 9;TỪ 9 - 10;INTERNET, MẠNG XÃ HỘI, TÔI ĐẾN TẬN TRƯỜNG ĐH ĐỂ TÌM HIỂU THÔNG TIN;3;3
